[21.01.2025, 17:59:45] Алуа Боевик❤️: Нет
[06.03.2025, 14:45:06] Алуа Боевик❤️: Ааааа
[06.03.2025, 14:45:08] Алуа Боевик❤️: Молодец Жан
[06.03.2025, 14:45:11] Алуа Боевик❤️: С кем летишь
[06.03.2025, 14:45:43] Айман: С алматы подругой
[06.03.2025, 14:45:56] Айман: На пох решили вылететь 😂 бля
[06.03.2025, 14:46:14] Жазира❤️😍🤰: За сколько купила тур
[06.03.2025, 14:46:24] Жазира❤️😍🤰: Ия барып келши
[06.03.2025, 14:46:26] Жазира❤️😍🤰: 🤣
[06.03.2025, 14:46:27] Айман: Бро поймали нихуевый горящий тур
[06.03.2025, 14:46:34] Айман: За 460
[06.03.2025, 14:46:44] Айман: По 230 где то скинулись
[06.03.2025, 14:46:48] Жазира❤️😍🤰: На двоих
[06.03.2025, 14:46:50] Жазира❤️😍🤰: Ого
[06.03.2025, 14:46:53] Жазира❤️😍🤰: Круто
[06.03.2025, 14:46:58] Айман: Без комиссии турагенства это
[06.03.2025, 14:47:24] Айман: Классный отель поймали
[06.03.2025, 14:49:04] Жазира❤️😍🤰: Заметили в этом годом туры дешевых много
[06.03.2025, 14:49:22] Жазира❤️😍🤰: В прошлом году 500к было минимум тайланд
[06.03.2025, 15:05:40] Жазира❤️😍🤰: Вы с Акнур
[06.03.2025, 15:05:42] Жазира❤️😍🤰: В городе
[06.03.2025, 15:05:45] Жазира❤️😍🤰: 9го приеду
[06.03.2025, 15:05:52] Жазира❤️😍🤰: 🫢
[06.03.2025, 15:09:43] Асем ❤️🤗: Сол думала 8 выйти поужинать где нибудь
[06.03.2025, 15:12:34] Акнур: 9го
[06.03.2025, 15:12:35] Акнур: Шыгайк
[06.03.2025, 15:12:41] Акнур: Жози келгенде
[07.03.2025, 15:36:02] Айман: Я в Алмате обработку за 2500 сделала
[07.03.2025, 15:36:08] Айман: Охуела 😆😆😆😆😆😆😆😆
[07.03.2025, 15:36:13] Айман: Все тут охуели
[07.03.2025, 15:36:14] Айман: Пздц
[07.03.2025, 15:36:22] Айман: Что за небывалые цены
‎[07.03.2025, 15:37:55] Алуа Боевик❤️: ‎audio omitted
[07.03.2025, 15:39:15] Айман: 2500 тенге обработка ногтей. У нас 5000🥵
[07.03.2025, 15:39:25] Айман: Дешевые женские услуги
‎[07.03.2025, 15:39:50] Алуа Боевик❤️: ‎audio omitted
[11.03.2025, 17:15:34] Асем ❤️🤗: Кыздар
[11.03.2025, 17:15:37] Асем ❤️🤗: Как вы ?
[11.03.2025, 17:16:00] Асем ❤️🤗: Бугин кинога не хотите ?
[11.03.2025, 17:16:44] Жазира❤️😍🤰: Хорошо
[11.03.2025, 17:16:45] Жазира❤️😍🤰: На какой
‎[11.03.2025, 17:22:24] Асем ❤️🤗: ‎image omitted
‎[11.03.2025, 17:22:26] Асем ❤️🤗: ‎image omitted
[11.03.2025, 17:22:42] Акнур: Турция
[11.03.2025, 17:22:44] Асем ❤️🤗: Екеунин биреуне можно
[11.03.2025, 17:22:50] Акнур: Дей ма
[11.03.2025, 17:23:06] Асем ❤️🤗: Аха недавно шыкты
[11.03.2025, 17:23:56] Асем ❤️🤗: @77082174297 @77784383828 барайык 8-9 дагыга
[11.03.2025, 17:24:11] Жазира❤️😍🤰: Я на Трени буду
[11.03.2025, 17:24:37] Акнур: Жан я пас
[11.03.2025, 17:24:40] Акнур: Уйкым келип жур
[11.03.2025, 17:24:45] Акнур: 🤣🤣🤣🤣
[11.03.2025, 17:24:50] Акнур: Уйге барып я буду спать
[11.03.2025, 17:58:41] Айман: ‎This message was deleted.
[12.03.2025, 16:53:58] Алуа Боевик❤️: Кыздар, 
Все я точно вышла на работу в БРК (пока внештатный сотрудник) Аналитиком макроэкономических исследований
[12.03.2025, 16:54:15] Алуа Боевик❤️: Бля эта работа сложнее чем я думала, посмотрим что дальше будет
[12.03.2025, 16:54:39] Алуа Боевик❤️: Тут женский батальон, но они все неплохие, общительные на первый взгляд
[12.03.2025, 16:58:31] Асем ❤️🤗: Жан удачи 
Молодец
[12.03.2025, 16:58:37] Асем ❤️🤗: Поздравляю 🥳
[12.03.2025, 17:11:40] Фас На Минималках🤌: Поздравляю! Іске сәт, жан 💪🤗🥳
[12.03.2025, 17:20:00] Айман: 😍😍😍
[12.03.2025, 17:20:00] Айман: Поздравляю жан
[12.03.2025, 17:31:06] Алуа Боевик❤️: Улкен Рахмет 🫂
[12.03.2025, 17:31:13] Алуа Боевик❤️: Надеюсь справлюсь
[14.03.2025, 12:58:57] Алуа Боевик❤️: Кыздар
[14.03.2025, 12:59:05] Алуа Боевик❤️: Хочу в Тайланд
[14.03.2025, 13:00:30] Алуа Боевик❤️: https://youtu.be/2u6RTgti_8k?si=D4HjTS6DIelphV83
[14.03.2025, 14:22:52] Жазира❤️😍🤰: Молдир
[14.03.2025, 14:22:53] Жазира❤️😍🤰: Напиши
[14.03.2025, 14:22:53] Жазира❤️😍🤰: Она собирается
[14.03.2025, 14:22:53] Жазира❤️😍🤰: Бир кызбен
[14.03.2025, 14:47:59] Алуа Боевик❤️: Что за кыз
[14.03.2025, 14:48:01] Алуа Боевик❤️: Ты что
[14.03.2025, 14:48:05] Алуа Боевик❤️: Не собираешься?
[14.03.2025, 14:48:07] Алуа Боевик❤️: 😂
[14.03.2025, 15:32:24] Жазира❤️😍🤰: Напиши ей
[14.03.2025, 15:32:37] Жазира❤️😍🤰: Если точно ехать
[14.03.2025, 15:32:44] Алуа Боевик❤️: Я не хочу с левой бабой ехать
[14.03.2025, 15:32:45] Жазира❤️😍🤰: Надо по работе
[14.03.2025, 15:32:45] Алуа Боевик❤️: 😂
[14.03.2025, 15:32:52] Жазира❤️😍🤰: Отправшиваться
[14.03.2025, 15:32:52] Алуа Боевик❤️: Да давай точно
[14.03.2025, 15:32:58] Алуа Боевик❤️: Потом у меня завал будет по работе
[14.03.2025, 15:33:09] Алуа Боевик❤️: Просто как покупать эти путевки
[14.03.2025, 15:34:20] Алуа Боевик❤️: Типо четверг ночью
[14.03.2025, 15:34:23] Алуа Боевик❤️: Вылетать надо
[14.03.2025, 15:34:42] Алуа Боевик❤️: И 25 я должна быть тут уже ночью
[14.03.2025, 15:35:14] Жазира❤️😍🤰: Надо писать в тур агентство
‎[14.03.2025, 15:35:29] Алуа Боевик❤️: ‎audio omitted
[14.03.2025, 15:58:32] Жазира❤️😍🤰: Я в крг на обучение
[14.03.2025, 15:58:35] Жазира❤️😍🤰: Потом прослушаю
[14.03.2025, 16:00:38] Алуа Боевик❤️: Окай
[14.03.2025, 16:16:50] Жазира❤️😍🤰: Ht скачай
[14.03.2025, 16:16:55] Жазира❤️😍🤰: Я тоже посмотрю
[14.03.2025, 16:18:02] Алуа Боевик❤️: Ок
[14.03.2025, 22:29:42] Алуа Боевик❤️: Завтра
[14.03.2025, 22:29:44] Алуа Боевик❤️: Выйдем?
[14.03.2025, 22:31:59] Алуа Боевик❤️: Сегодня уже поздно вечером
[14.03.2025, 22:33:34] Асем ❤️🤗: Сегодня да уже 
Завтра не знаю посмотрим
[14.03.2025, 22:35:07] Алуа Боевик❤️: Если не завтра 
То потом уже опять
[14.03.2025, 22:35:36] Алуа Боевик❤️: Через неделю
[14.03.2025, 22:38:16] Асем ❤️🤗: Енди өмірғой енді
[14.03.2025, 22:38:20] Асем ❤️🤗: 😂
[14.03.2025, 22:38:36] Алуа Боевик❤️: Ну бля
[14.03.2025, 22:38:51] Алуа Боевик❤️: Хотя тут некуда идти даже
[14.03.2025, 22:38:54] Алуа Боевик❤️: Барсак та😂
[14.03.2025, 22:38:58] Айман: 😂
[14.03.2025, 22:39:03] Алуа Боевик❤️: Уже интерес совсем пропал
[14.03.2025, 22:39:05] Алуа Боевик❤️: Выходить
[14.03.2025, 22:46:51] Асем ❤️🤗: Нюююю
[18.03.2025, 19:38:42] Айман: Келіңдер толпой
[18.03.2025, 19:38:51] Айман: Баука зовет на шашлыки в Кордай 😆
[18.03.2025, 19:38:59] Айман: 😆😆😆🤣🤣🤣🤣 шашлык баня дом
[18.03.2025, 19:39:07] Айман: Калайсындар
[18.03.2025, 19:39:09] Айман: Кайдасындар?
[18.03.2025, 20:11:04] Алуа Боевик❤️: это где
[18.03.2025, 20:11:35] Айман: Возле Алматы
‎[18.03.2025, 20:15:59] Алуа Боевик❤️: ‎audio omitted
[18.03.2025, 20:16:26] Айман: Ну в целом
[18.03.2025, 20:16:30] Айман: Такое предложение
[18.03.2025, 20:16:53] Айман: Тип он к себе домой зовет
[18.03.2025, 20:17:04] Жазира❤️😍🤰: Сколько км
[18.03.2025, 20:18:14] Айман: 2 ч от алматы
‎[18.03.2025, 20:18:18] Айман: ‎image omitted
‎[18.03.2025, 20:18:33] Алуа Боевик❤️: ‎image omitted
[18.03.2025, 20:18:55] Жазира❤️😍🤰: Далеко конечно
[18.03.2025, 20:18:56] Акнур: В параллельном жизни
[18.03.2025, 20:18:57] Акнур: Есть
[18.03.2025, 20:19:01] Акнур: Такая Акнур
[18.03.2025, 20:19:02] Акнур: Деп па
‎[18.03.2025, 23:23:44] Фас На Минималках🤌: ‎video note omitted
[18.03.2025, 23:25:26] Жазира❤️😍🤰: 😂😂😂😂♥️
[18.03.2025, 23:25:45] Акнур: 🤣🤣🤣🤣❤️❤️❤️❤️
[18.03.2025, 23:25:57] Фас На Минималках🤌: 🤣🤣🤣🤣
[18.03.2025, 23:26:05] Акнур: Ни слова больше
[18.03.2025, 23:26:07] Акнур: Дейнба
[18.03.2025, 23:26:09] Акнур: 🤣🤣🤣
[18.03.2025, 23:26:27] Фас На Минималках🤌: Енди на праздники уакыт табылатын шыгар
[18.03.2025, 23:26:31] Фас На Минималках🤌: 🥲
‎[18.03.2025, 23:26:42] Жазира❤️😍🤰: ‎image omitted
[18.03.2025, 23:26:52] Жазира❤️😍🤰: Дурею
[18.03.2025, 23:26:54] Жазира❤️😍🤰: 😂
[18.03.2025, 23:26:59] Жазира❤️😍🤰: Да
‎[18.03.2025, 23:27:01] Фас На Минималках🤌: ‎image omitted
[18.03.2025, 23:27:03] Жазира❤️😍🤰: Я буду в городе
[18.03.2025, 23:27:10] Акнур: Я 21го в Алмату
[18.03.2025, 23:27:10] Жазира❤️😍🤰: Айкос
[18.03.2025, 23:27:13] Жазира❤️😍🤰: Не показывайте
[18.03.2025, 23:27:16] Фас На Минималках🤌: Понимаю
[18.03.2025, 23:27:22] Акнур: В то дуреет Жози
[18.03.2025, 23:27:23] Акнур: А то*
‎[18.03.2025, 23:27:59] Фас На Минималках🤌: ‎video note omitted
‎[18.03.2025, 23:28:09] Жазира❤️😍🤰: ‎video note omitted
‎[18.03.2025, 23:28:37] Фас На Минималках🤌: ‎audio omitted
‎[18.03.2025, 23:29:01] Жазира❤️😍🤰: ‎audio omitted
[18.03.2025, 23:29:14] Фас На Минималках🤌: Я не знала
[18.03.2025, 23:29:23] Фас На Минималках🤌: Я думала все на этом точно
[18.03.2025, 23:29:40] Акнур: Айым
[18.03.2025, 23:29:42] Акнур: Топлес
[18.03.2025, 23:29:42] Акнур: Вышел
[18.03.2025, 23:30:04] Фас На Минималках🤌: Как раз искала что посмотреть
‎[18.03.2025, 23:30:28] Жазира❤️😍🤰: ‎audio omitted
[18.03.2025, 23:31:11] Фас На Минималках🤌: Больше никакой валерианки
